gnl|Bakta|ONJEBG_00020,Regulation
gnl|Bakta|ONJEBG_00025,Regulation
gnl|Bakta|ONJEBG_00030,Translocation
gnl|Bakta|ONJEBG_00035,Translocation
gnl|Bakta|ONJEBG_00040,Transferase
gnl|Bakta|ONJEBG_00045,Transferase
gnl|Bakta|ONJEBG_00050,Polymerase
gnl|Bakta|ONJEBG_00055,Transferase
gnl|Bakta|ONJEBG_00060,Transferase
gnl|Bakta|ONJEBG_00065,Flippase
gnl|Bakta|ONJEBG_00070,Transferase
gnl|Bakta|ONJEBG_00075,Transferase
gnl|Bakta|ONJEBG_00080,Transferase
gnl|Bakta|ONJEBG_00085,Transferase
gnl|Bakta|ONJEBG_00090,Rhamnose
gnl|Bakta|ONJEBG_00095,Rhamnose
gnl|Bakta|ONJEBG_00100,Rhamnose
gnl|Bakta|ONJEBG_00105,Rhamnose
