gnl|Bakta|MPJHBN_00020,Regulation
gnl|Bakta|MPJHBN_00025,Regulation
gnl|Bakta|MPJHBN_00030,Translocation
gnl|Bakta|MPJHBN_00035,Translocation
gnl|Bakta|MPJHBN_00040,Transferase
gnl|Bakta|MPJHBN_00045,Transferase
gnl|Bakta|MPJHBN_00050,Polymerase
gnl|Bakta|MPJHBN_00055,Transferase
gnl|Bakta|MPJHBN_00060,Transferase
gnl|Bakta|MPJHBN_00065,Transferase
gnl|Bakta|MPJHBN_00070,Mannitol
gnl|Bakta|MPJHBN_00075,Transferase
gnl|Bakta|MPJHBN_00080,Mannitol
gnl|Bakta|MPJHBN_00085,Flippase
gnl|Bakta|MPJHBN_00090,Transferase
gnl|Bakta|MPJHBN_00095,UDP-galactopyranose_mutase
gnl|Bakta|MPJHBN_00100,Transferase
