gnl|Bakta|KKCBIP_00010,Regulation
gnl|Bakta|KKCBIP_00015,Regulation
gnl|Bakta|KKCBIP_00020,Translocation
gnl|Bakta|KKCBIP_00025,Translocation
gnl|Bakta|KKCBIP_00030,Transferase
gnl|Bakta|KKCBIP_00035,Transferase
gnl|Bakta|KKCBIP_00040,Transferase
gnl|Bakta|KKCBIP_00045,Transferase
gnl|Bakta|KKCBIP_00050,Transferase
gnl|Bakta|KKCBIP_00055,Flippase
gnl|Bakta|KKCBIP_00060,Polymerase
gnl|Bakta|KKCBIP_00065,Transferase
gnl|Bakta|KKCBIP_00070,CDP-glycerol-1-phosphate
gnl|Bakta|KKCBIP_00090,Rhamnose
gnl|Bakta|KKCBIP_00095,Rhamnose
gnl|Bakta|KKCBIP_00100,Rhamnose
gnl|Bakta|KKCBIP_00105,Rhamnose
