gnl|Bakta|NKNBBF_00015,Regulation
gnl|Bakta|NKNBBF_00020,Regulation
gnl|Bakta|NKNBBF_00025,Translocation
gnl|Bakta|NKNBBF_00030,Translocation
gnl|Bakta|NKNBBF_00035,Transferase
gnl|Bakta|NKNBBF_00040,Transferase
gnl|Bakta|NKNBBF_00045,Transferase
gnl|Bakta|NKNBBF_00050,Transferase
gnl|Bakta|NKNBBF_00055,Transferase
gnl|Bakta|NKNBBF_00060,Transferase
gnl|Bakta|NKNBBF_00065,Transferase
gnl|Bakta|NKNBBF_00070,Polymerase
gnl|Bakta|NKNBBF_00075,Flippase
gnl|Bakta|NKNBBF_00080,Transferase
gnl|Bakta|NKNBBF_00085,UDP-galactopyranose_mutase
