gnl|Bakta|PCDHKL_00010,Regulation
gnl|Bakta|PCDHKL_00015,Regulation
gnl|Bakta|PCDHKL_00020,Translocation
gnl|Bakta|PCDHKL_00025,Translocation
gnl|Bakta|PCDHKL_00030,Transferase
gnl|Bakta|PCDHKL_00035,Transferase
gnl|Bakta|PCDHKL_00040,Transferase
gnl|Bakta|PCDHKL_00045,Transferase
gnl|Bakta|PCDHKL_00050,Transferase
gnl|Bakta|PCDHKL_00055,Transferase
gnl|Bakta|PCDHKL_00060,Polymerase
gnl|Bakta|PCDHKL_00065,Transferase
gnl|Bakta|PCDHKL_00070,Transferase
gnl|Bakta|PCDHKL_00075,Flippase
gnl|Bakta|PCDHKL_00080,CDP-glycerol-1-phosphate
gnl|Bakta|PCDHKL_00085,Transferase
