gnl|Bakta|OLBCOE_00015,Regulation
gnl|Bakta|OLBCOE_00020,Regulation
gnl|Bakta|OLBCOE_00025,Translocation
gnl|Bakta|OLBCOE_00030,Translocation
gnl|Bakta|OLBCOE_00035,Transferase
gnl|Bakta|OLBCOE_00040,Transferase
gnl|Bakta|OLBCOE_00045,Transferase
gnl|Bakta|OLBCOE_00060,Arabitinol/Ribitinol
gnl|Bakta|OLBCOE_00070,Transferase
gnl|Bakta|OLBCOE_00075,Transferase
gnl|Bakta|OLBCOE_00080,Transferase
gnl|Bakta|OLBCOE_00085,Polymerase
gnl|Bakta|OLBCOE_00095,Flippase
gnl|Bakta|OLBCOE_00100,Rhamnose
gnl|Bakta|OLBCOE_00110,Rhamnose
gnl|Bakta|OLBCOE_00115,Rhamnose
